"w1","w2","prediction","rank"
"well","and","you",4
"well","as","a",87
"well","as","all",9
"well","as","an",20
"well","as","getting",4
"well","as","her",4
"well","as","his",7
"well","as","i",15
"well","as","in",15
"well","as","it",7
"well","as","many",8
"well","as","more",6
"well","as","other",16
"well","as","others",4
"well","as","some",20
"well","as","the",140
"well","as","those",7
"well","as","us",3
"well","at","all",7
"well","at","least",51
"well","at","the",11
"well","aware","of",12
"well","be","a",12
"well","before","the",4
"well","but","i",15
"well","but","it",8
"well","but","the",4
"well","but","we",5
"well","done","and",7
"well","enough","to",30
"well","except","for",7
"well","for","me",10
"well","for","the",16
"well","he","has",8
"well","he","is",16
"well","i","am",132
"well","i","can",9
"well","i","could",9
"well","i","did",24
"well","i","do",22
"well","i","have",45
"well","i","just",15
"well","i","love",7
"well","i","think",21
"well","i","was",29
"well","i","will",33
"well","i","would",18
"well","if","it",3
"well","if","the",4
"well","in","a",11
"well","in","the",45
"well","in","this",6
"well","it","is",91
"well","it","was",24
"well","just","be",3
"well","known","and",7
"well","known","as",3
"well","last","night",5
"well","look","who",4
"well","maybe","not",5
"well","not","exactly",3
"well","now","i",12
"well","of","course",11
"well","on","my",7
"well","on","their",5
"well","over","a",3
"well","right","now",5
"well","she","is",7
"well","so","i",7
"well","that","is",72
"well","that","the",3
"well","that","was",26
"well","the","house",3
"well","then","you",6
"well","there","are",7
"well","there","is",20
"well","there","was",3
"well","they","are",14
"well","they","were",7
"well","this","is",19
"well","thought","out",8
"well","to","the",6
"well","we","are",24
"well","we","did",5
"well","we","have",15
"well","we","will",15
"well","when","it",5
"well","with","a",9
"well","with","my",9
"well","with","the",39
"well","with","you",23
"well","worth","it",12
"well","worth","the",21
"well","you","are",17
"well","you","do",13
"well","you","have",5
"well","you","know",12
"went","above","and",3
"went","ahead","and",12
"went","along","with",4
"went","around","the",3
"went","back","and",11
"went","back","home",3
"went","back","in",6
"went","back","into",6
"went","back","to",67
"went","down","and",4
"went","down","to",10
"went","downstairs","to",3
"went","for","a",20
"went","for","the",5
"went","from","a",10
"went","from","being",8
"went","home","to",5
"went","in","the",14
"went","in","there",5
"went","into","the",42
"went","looking","for",8
"went","off","and",3
"went","off","the",7
"went","on","a",42
"went","on","and",4
"went","on","for",5
"went","on","sale",13
"went","on","the",23
"went","on","to",79
"went","out","and",17
"went","out","at",4
"went","out","for",10
"went","out","in",4
"went","out","of",14
"went","out","on",5
"went","out","the",5
"went","out","to",37
"went","out","with",13
"went","outside","to",7
"went","over","the",7
"went","pretty","well",4
"went","really","well",11
"went","so","far",3
"went","straight","to",9
"went","through","a",13
"went","through","all",3
"went","through","i",3
"went","through","the",21
"went","to","a",76
"went","to","an",8
"went","to","bed",33
"went","to","check",3
"went","to","college",10
"went","to","court",4
"went","to","her",6
"went","to","his",4
"went","to","my",14
"went","to","one",9
"went","to","school",13
"went","to","see",17
"went","to","sleep",16
"went","to","the",225
"went","to","their",5
"went","to","visit",9
"went","to","was",3
"went","to","washington",3
"went","too","far",5
"went","under","the",5
"went","up","and",3
"went","up","in",5
"went","up","the",3
"went","upstairs","to",4
"went","very","well",6
"went","well","and",5
"went","well","for",6
"went","with","a",14
"went","with","it",4
"went","with","the",15
"were","a","couple",11
"were","a","few",10
"were","a","good",4
"were","a","little",19
"were","a","lot",15
"were","a","year",3
"were","able","to",108
"were","about","to",15
"were","added","to",5
"were","afraid","to",4
"were","all","in",6
"were","all","taken",5
"were","all","the",6
"were","allowed","to",9
"were","also","a",3
"were","always","a",3
"were","always","there",3
"were","arrested","for",6
"were","asked","to",17
"were","asking","me",3
"were","at","a",5
"were","at","the",34
"were","back","at",3
"were","better","than",4
"were","born","and",5
"were","born","in",9
"were","both","in",4
"were","called","for",3
"were","capable","of",4
"were","covered","in",4
"were","created","by",4
"were","doing","it",5
"were","doing","this",3
"were","done","with",4
"were","exposed","to",4
"were","fired","at",3
"were","forced","to",27
"were","fortunate","to",5
"were","found","in",13
"were","given","the",9
"were","going","for",3
"were","going","on",9
"were","going","out",4
"were","going","through",4
"were","going","to",120
"were","good","and",5
"were","good","but",3
"were","happy","to",7
"were","having","a",10
"were","hoping","to",4
"were","hundreds","of",3
"were","in","a",35
"were","in","bed",3
"were","in","it",3
"were","in","such",3
"were","in","the",100
"were","in","their",8
"were","inspired","by",6
"were","interested","in",9
"were","involved","in",16
"were","just","a",6
"were","lined","up",6
"were","living","in",11
"were","looking","at",5
"were","looking","for",33
"were","lots","of",8
"were","made","by",7
"were","made","from",4
"were","made","in",10
"were","made","to",9
"were","meant","to",12
"were","more","like",4
"were","more","than",10
"were","much","more",6
"were","no","longer",7
"were","not","a",8
"were","not","able",21
"were","not","always",8
"were","not","among",3
"were","not","an",3
"were","not","as",10
"were","not","at",6
"were","not","coming",3
"were","not","doing",7
"were","not","enough",16
"were","not","even",9
"were","not","for",20
"were","not","going",30
"were","not","his",4
"were","not","in",21
"were","not","just",5
"were","not","made",5
"were","not","many",5
"were","not","quite",6
"were","not","ready",7
"were","not","sure",8
"were","not","that",6
"were","not","the",22
"were","not","there",7
"were","not","very",6
"were","off","the",5
"were","off","to",7
"were","on","a",10
"were","on","the",43
"were","one","of",15
"were","only","a",5
"were","out","of",17
"were","part","of",26
"were","pretty","good",3
"were","pretty","much",6
"were","put","on",5
"were","ready","to",8
"were","really","good",4
"were","set","up",5
"were","so","far",3
"were","so","good",10
"were","so","many",15
"were","so","much",6
"were","sold","out",5
"were","still","able",3
"were","still","alive",5
"were","still","in",12
"were","stuck","in",4
"were","such","a",5
"were","supposed","to",37
"were","taking","a",3
"were","talking","about",38
"were","that","is",3
"were","the","best",18
"were","the","days",17
"were","the","first",23
"were","the","most",11
"were","the","only",19
"were","the","same",6
"were","there","and",4
"were","there","for",5
"were","there","in",3
"were","there","to",14
"were","thinking","about",4
"were","thrilled","to",4
"were","to","be",14
"were","to","make",4
"were","to","see",5
"were","told","that",6
"were","told","to",13
"were","too","many",6
"were","too","small",3
"were","transported","to",5
"were","trying","to",41
"were","two","of",5
"were","unable","to",30
"were","under","the",4
"were","waiting","for",7
"were","watching","the",5
"were","with","me",4
"were","years","ago",3
"west","coast","but",4
"west","coast","ipa",3
"west","end","of",6
"west","of","the",17
"west","palm","beach",6
"west","side","of",10
"west","side","story",8
"western","new","york",4
"what","a","better",3
"what","a","difference",8
"what","a","great",140
"what","a","long",8
"what","a","lot",5
"what","a","night",12
"what","a","wonderful",25
"what","about","all",6
"what","about","me",6
"what","about","the",45
"what","about","those",6
"what","about","you",40
"what","about","your",4
"what","advice","would",6
"what","all","the",9
"what","am","i",55
"what","and","how",4
"what","anyone","says",11
"what","anyone","thinks",3
"what","appears","to",15
"what","are","some",33
"what","are","the",83
"what","are","these",5
"what","are","they",16
"what","are","we",25
"what","are","you",320
"what","are","your",114
"what","better","way",10
"what","can","a",3
"what","can","be",21
"what","can","happen",7
"what","can","i",53
"what","can","we",22
"what","caused","the",12
"what","comes","next",4
"what","comes","out",8
"what","constitutes","a",3
"what","could","be",40
"what","could","have",19
"what","did","i",35
"what","did","not",6
"what","did","she",6
"what","did","the",19
"what","did","you",122
"what","do","i",61
"what","do","the",7
"what","do","they",22
"what","do","we",15
"what","do","you",453
"what","does","he",7
"what","does","it",32
"what","does","not",11
"what","does","she",5
"what","does","that",30
"what","does","the",18
"what","does","this",13
"what","else","can",7
"what","else","do",8
"what","else","i",8
"what","else","is",18
"what","else","would",7
"what","everyone","else",5
"what","exactly","is",12
"what","follows","are",3
"what","god","is",5
"what","goes","into",7
"what","got","me",3
"what","had","happened",18
"what","happened","after",4
"what","happened","and",15
"what","happened","at",9
"what","happened","but",10
"what","happened","i",8
"what","happened","in",27
"what","happened","last",11
"what","happened","the",7
"what","happened","to",124
"what","happened","with",9
"what","happens","i",6
"what","happens","if",14
"what","happens","in",22
"what","happens","next",15
"what","happens","on",4
"what","happens","to",24
"what","happens","when",80
"what","happens","with",8
"what","has","been",18
"what","has","happened",22
"what","has","he",3
"what","has","really",3
"what","has","the",5
"what","have","we",4
"what","have","you",28
"what","he","can",11
"what","he","could",10
"what","he","did",35
"what","he","does",29
"what","he","had",15
"what","he","has",13
"what","he","is",64
"what","he","needs",7
"what","he","really",5
"what","he","said",29
"what","he","says",12
"what","he","tells",3
"what","he","thinks",15
"what","he","wants",18
"what","he","was",43
"what","he","would",10
"what","i","am",280
"what","i","believe",10
"what","i","bought",3
"what","i","call",17
"what","i","can",70
"what","i","cant",6
"what","i","consider",7
"what","i","could",19
"what","i","did",68
"what","i","do",118
"what","i","expected",9
"what","i","feel",9
"what","i","get",14
"what","i","had",51
"what","i","have",151
"what","i","hear",9
"what","i","hope",8
"what","i","just",18
"what","i","knew",5
"what","i","know",19
"what","i","like",20
"what","i","liked",4
"what","i","love",34
"what","i","mean",61
"what","i","meant",13
"what","i","need",42
"what","i","read",11
"what","i","really",20
"what","i","remember",7
"what","i","said",27
"what","i","see",13
"what","i","should",17
"what","i","started",3
"what","i","take",3
"what","i","think",33
"what","i","thought",50
"what","i","told",3
"what","i","want",96
"what","i","wanted",32
"what","i","was",111
"what","i","will",42
"what","i","would",79
"what","if","a",5
"what","if","he",9
"what","if","i",38
"what","if","that",8
"what","if","the",22
"what","if","there",3
"what","if","they",14
"what","if","we",20
"what","if","you",26
"what","if","your",7
"what","im","doing",3
"what","in","the",18
"what","inspired","you",8
"what","is","a",97
"what","is","actually",4
"what","is","all",10
"what","is","already",6
"what","is","amazing",4
"what","is","an",13
"what","is","and",7
"what","is","available",8
"what","is","been",19
"what","is","being",16
"what","is","best",28
"what","is","better",11
"what","is","even",8
"what","is","expected",10
"what","is","for",17
"what","is","given",5
"what","is","going",217
"what","is","good",67
"what","is","happened",9
"what","is","happening",86
"what","is","his",9
"what","is","important",23
"what","is","in",58
"what","is","it",90
"what","is","known",10
"what","is","left",16
"what","is","making",4
"what","is","more",34
"what","is","most",15
"what","is","my",13
"what","is","needed",9
"what","is","new",22
"what","is","next",43
"what","is","not",35
"what","is","now",20
"what","is","on",64
"what","is","our",7
"what","is","out",4
"what","is","possible",8
"what","is","really",19
"what","is","right",30
"what","is","she",5
"what","is","so",18
"what","is","that",83
"what","is","the",475
"what","is","there",12
"what","is","this",70
"what","is","to",14
"what","is","true",5
"what","is","up",281
"what","is","with",28
"what","is","working",5
"what","is","written",5
"what","is","wrong",110
"what","is","your",363
"what","it","does",9
"what","it","feels",9
"what","it","has",9
"what","it","is",267
"what","it","looks",9
"what","it","means",45
"what","it","might",3
"what","it","really",11
"what","it","says",14
"what","it","should",4
"what","it","stands",3
"what","it","takes",31
"what","it","wants",5
"what","it","was",64
"what","it","will",15
"what","it","would",20
"what","just","happened",5
"what","keeps","you",8
"what","kind","of",187
"what","kinds","of",10
"what","led","to",6
"what","lies","ahead",6
"what","looked","like",11
"what","looks","like",8
"what","made","it",4
"what","made","me",6
"what","makes","a",14
"what","makes","him",6
"what","makes","it",19
"what","makes","me",8
"what","makes","the",17
"what","makes","them",10
"what","makes","you",45
"what","matters","is",5
"what","matters","most",6
"what","may","happen",5
"what","might","be",19
"what","might","happen",3
"what","might","have",14
"what","more","could",11
"what","most","people",6
"what","my","mother",5
"what","needs","to",21
"what","of","the",4
"what","once","was",5
"what","other","people",11
"what","others","say",3
"what","people","are",10
"what","people","have",3
"what","people","say",15
"what","point","do",6
"what","point","does",3
"what","really","matters",8
"what","seemed","like",13
"what","seems","to",10
"what","she","did",11
"what","she","had",8
"what","she","has",9
"what","she","said",22
"what","she","says",7
"what","she","thinks",4
"what","she","thought",4
"what","she","wants",14
"what","should","be",15
"what","should","i",35
"what","should","we",9
"what","should","you",5
"what","someone","else",4
"what","sort","of",11
"what","stands","out",3
"what","that","is",24
"what","that","means",38
"what","that","was",8
"what","the","body",3
"what","the","fuss",4
"what","the","heck",44
"what","the","hell",101
"what","the","job",3
"what","the","man",3
"what","the","next",9
"what","the","other",8
"what","the","rest",9
"what","the","world",10
"what","there","is",4
"what","they","are",122
"what","they","believe",8
"what","they","call",9
"what","they","came",6
"what","they","can",17
"what","they","did",18
"what","they","do",60
"what","they","eat",5
"what","they","had",14
"what","they","have",21
"what","they","know",8
"what","they","mean",13
"what","they","might",5
"what","they","need",21
"what","they","say",34
"what","they","should",13
"what","they","think",16
"what","they","want",68
"what","they","wanted",11
"what","they","went",4
"what","they","were",47
"what","they","will",10
"what","this","is",11
"what","this","means",6
"what","time","do",13
"what","to","do",288
"what","to","expect",45
"what","to","get",8
"what","to","give",4
"what","to","include",4
"what","to","look",5
"what","to","make",19
"what","to","say",45
"what","to","think",10
"what","to","wear",19
"what","type","of",45
"what","used","to",5
"what","was","a",9
"what","was","expected",3
"what","was","going",40
"what","was","happening",21
"what","was","her",3
"what","was","i",10
"what","was","in",12
"what","was","it",10
"what","was","left",15
"what","was","once",9
"what","was","said",4
"what","was","the",48
"what","was","to",6
"what","was","wrong",10
"what","was","your",26
"what","we","are",115
"what","we","call",10
"what","we","can",49
"what","we","could",9
"what","we","did",29
"what","we","do",90
"what","we","found",4
"what","we","got",8
"what","we","had",11
"what","we","have",109
"what","we","hope",4
"what","we","know",18
"what","we","love",9
"what","we","need",27
"what","we","needed",6
"what","we","really",6
"what","we","see",5
"what","we","should",8
"what","we","think",7
"what","we","thought",4
"what","we","want",28
"what","we","were",20
"what","we","will",14
"what","we","would",15
"what","went","wrong",10
"what","were","the",10
"what","were","they",4
"what","will","be",23
"what","will","happen",33
"what","will","the",7
"what","will","we",4
"what","will","work",4
"what","works","for",7
"what","would","be",33
"what","would","happen",31
"what","would","he",4
"what","would","help",3
"what","would","it",20
"what","would","otherwise",4
"what","would","that",3
"what","would","the",6
"what","would","you",84
"what","you","already",4
"what","you","are",213
"what","you","ate",3
"what","you","believe",17
"what","you","can",60
"what","you","cannot",3
"what","you","cant",11
"what","you","create",8
"what","you","did",28
"what","you","do",118
"what","you","eat",6
"what","you","find",6
"what","you","get",25
"what","you","got",15
"what","you","guys",14
"what","you","had",8
"what","you","have",94
"what","you","know",16
"what","you","like",14
"what","you","mean",34
"what","you","might",14
"what","you","need",44
"what","you","needed",7
"what","you","put",5
"what","you","really",17
"what","you","say",34
"what","you","see",37
"what","you","should",16
"what","you","think",124
"what","you","want",111
"what","you","were",15
"what","you","will",34
"what","you","would",18
"what","youve","got",9
"whatever","happened","to",15
"whatever","he","can",4
"whatever","i","can",10
"whatever","it","is",25
"whatever","it","takes",7
"whatever","it","was",4
"whatever","makes","you",7
"whatever","that","is",7
"whatever","they","want",5
"whatever","you","are",16
"whatever","you","call",8
"whatever","you","decide",3
"whatever","you","do",17
"whatever","you","have",4
"whatever","you","like",6
"whatever","you","need",5
"whatever","you","want",21
"when","a","car",4
"when","a","child",6
"when","a","friend",11
"when","a","girl",16
"when","a","man",17
"when","a","person",9
"when","a","teacher",6
"when","a","woman",9
"when","all","else",4
"when","all","of",9
"when","all","the",19
"when","and","how",4
"when","and","where",17
"when","are","you",93
"when","asked","about",21
"when","attempting","to",3
"when","can","we",8
"when","choosing","a",6
"when","combined","with",6
"when","dealing","with",11
"when","did","they",4
"when","did","this",4
"when","did","you",18
"when","do","we",10
"when","do","you",34
"when","does","the",7
"when","faced","with",8
"when","he","actually",4
"when","he","asked",8
"when","he","became",7
"when","he","came",24
"when","he","can",6
"when","he","comes",10
"when","he","could",4
"when","he","did",18
"when","he","died",13
"when","he","does",7
"when","he","fell",11
"when","he","finally",5
"when","he","first",13
"when","he","found",4
"when","he","gets",16
"when","he","got",26
"when","he","had",16
"when","he","has",8
"when","he","is",101
"when","he","knows",3
"when","he","left",13
"when","he","makes",6
"when","he","or",4
"when","he","read",3
"when","he","returned",9
"when","he","said",23
"when","he","saw",17
"when","he","says",20
"when","he","sees",7
"when","he","suddenly",3
"when","he","takes",5
"when","he","told",11
"when","he","took",14
"when","he","walked",6
"when","he","wants",4
"when","he","was",228
"when","he","went",18
"when","he","will",4
"when","he","would",8
"when","his","father",7
"when","i","am",364
"when","i","arrived",14
"when","i","asked",21
"when","i","came",25
"when","i","can",45
"when","i","check",3
"when","i","could",9
"when","i","did",26
"when","i","die",13
"when","i","discovered",6
"when","i","do",77
"when","i","feel",14
"when","i","find",11
"when","i","first",75
"when","i","found",27
"when","i","get",164
"when","i","go",45
"when","i","got",95
"when","i","grow",11
"when","i","had",33
"when","i","have",94
"when","i","hear",23
"when","i","heard",33
"when","i","hit",15
"when","i","just",7
"when","i","knew",4
"when","i","leave",12
"when","i","left",15
"when","i","look",25
"when","i","looked",16
"when","i","lost",6
"when","i","make",7
"when","i","miss",5
"when","i","move",9
"when","i","moved",9
"when","i","need",32
"when","i","needed",12
"when","i","picked",15
"when","i","play",8
"when","i","played",5
"when","i","read",51
"when","i","realized",16
"when","i","really",8
"when","i","received",5
"when","i","said",16
"when","i","saw",92
"when","i","say",52
"when","i","see",74
"when","i","sit",5
"when","i","start",11
"when","i","started",44
"when","i","take",8
"when","i","think",38
"when","i","to",4
"when","i","told",18
"when","i","took",11
"when","i","tried",19
"when","i","visit",4
"when","i","wake",23
"when","i","walk",13
"when","i","walked",16
"when","i","was",456
"when","i","watch",10
"when","i","went",50
"when","i","will",20
"when","i","woke",16
"when","i","would",21
"when","i","wrote",11
"when","in","doubt",12
"when","in","fact",13
"when","is","a",10
"when","is","it",20
"when","it","actually",4
"when","it","came",53
"when","it","comes",319
"when","it","did",6
"when","it","does",13
"when","it","feels",4
"when","it","first",12
"when","it","gets",11
"when","it","got",8
"when","it","happens",7
"when","it","has",8
"when","it","involves",4
"when","it","is",229
"when","it","matters",3
"when","it","rains",17
"when","it","should",3
"when","it","shows",4
"when","it","started",10
"when","it","was",116
"when","it","would",4
"when","looking","at",7
"when","most","people",6
"when","my","dad",9
"when","my","first",4
"when","my","friends",4
"when","my","mom",27
"when","my","wife",4
"when","no","one",15
"when","one","of",25
"when","one","person",4
"when","people","ask",9
"when","people","have",7
"when","she","came",6
"when","she","did",9
"when","she","first",9
"when","she","found",5
"when","she","gets",12
"when","she","got",9
"when","she","has",4
"when","she","is",54
"when","she","pulled",3
"when","she","said",11
"when","she","saw",12
"when","she","tells",3
"when","she","was",100
"when","she","went",6
"when","she","will",3
"when","so","many",8
"when","someone","is",16
"when","someone","says",11
"when","something","is",4
"when","talking","about",13
"when","talking","to",6
"when","that","happens",25
"when","the","art",3
"when","the","big",4
"when","the","book",3
"when","the","boys",6
"when","the","camera",3
"when","the","car",4
"when","the","cops",4
"when","the","day",6
"when","the","door",6
"when","the","dust",5
"when","the","film",5
"when","the","game",11
"when","the","girl",8
"when","the","heat",3
"when","the","last",9
"when","the","light",6
"when","the","movie",6
"when","the","new",11
"when","the","news",5
"when","the","party",4
"when","the","people",3
"when","the","person",7
"when","the","play",3
"when","the","real",5
"when","the","school",7
"when","the","show",3
"when","the","story",7
"when","the","sun",14
"when","the","tickets",3
"when","the","time",15
"when","the","weather",21
"when","the","wind",4
"when","there","are",23
"when","there","is",55
"when","there","was",13
"when","they","and",3
"when","they","are",139
"when","they","arent",7
"when","they","came",12
"when","they","can",10
"when","they","did",9
"when","they","do",21
"when","they","find",3
"when","they","get",29
"when","they","give",4
"when","they","go",12
"when","they","got",14
"when","they","had",11
"when","they","have",24
"when","they","hit",7
"when","they","leave",6
"when","they","made",7
"when","they","make",9
"when","they","moved",6
"when","they","need",11
"when","they","realized",3
"when","they","saw",6
"when","they","say",16
"when","they","see",10
"when","they","think",6
"when","they","to",4
"when","they","try",5
"when","they","want",10
"when","they","went",9
"when","they","were",80
"when","they","will",7
"when","things","go",6
"when","this","happens",4
"when","trying","to",12
"when","was","the",22
"when","we","all",15
"when","we","are",74
"when","we","asked",3
"when","we","came",6
"when","we","can",8
"when","we","could",5
"when","we","do",20
"when","we","finally",9
"when","we","first",19
"when","we","get",41
"when","we","go",15
"when","we","got",38
"when","we","had",19
"when","we","have",22
"when","we","leave",5
"when","we","left",9
"when","we","look",7
"when","we","lost",4
"when","we","make",4
"when","we","met",6
"when","we","need",11
"when","we","only",3
"when","we","saw",13
"when","we","see",8
"when","we","start",8
"when","we","take",8
"when","we","went",20
"when","we","were",69
"when","we","will",9
"when","will","i",15
"when","will","it",5
"when","will","you",25
"when","you","add",6
"when","you","are",456
"when","you","arent",6
"when","you","ask",8
"when","you","buy",12
"when","you","call",12
"when","you","can",67
"when","you","cant",22
"when","you","consider",8
"when","you","die",7
"when","you","disagree",3
"when","you","do",85
"when","you","drive",4
"when","you","eat",6
"when","you","feel",16
"when","you","find",26
"when","you","finish",7
"when","you","first",9
"when","you","get",144
"when","you","go",34
"when","you","got",8
"when","you","have",152
"when","you","hear",13
"when","you","hit",10
"when","you","know",30
"when","you","leave",7
"when","you","let",10
"when","you","live",6
"when","you","look",33
"when","you","lose",10
"when","you","make",21
"when","you","move",8
"when","you","need",44
"when","you","put",21
"when","you","reach",9
"when","you","realize",35
"when","you","really",12
"when","you","return",4
"when","you","say",36
"when","you","see",60
"when","you","start",24
"when","you","started",3
"when","you","stay",3
"when","you","take",25
"when","you","tell",6
"when","you","think",44
"when","you","throw",3
"when","you","to",12
"when","you","travel",5
"when","you","try",12
"when","you","turn",7
"when","you","use",15
"when","you","visit",4
"when","you","walk",17
"when","you","want",28
"when","you","watch",6
"when","you","were",46
"when","you","win",6
"when","you","wish",4
"when","youve","been",4
"when","youve","got",7
"when","youve","just",5
"whenever","he","is",5
"whenever","i","get",9
"whenever","i","go",8
"whenever","i","see",13
"whenever","it","is",4
"whenever","there","is",4
"where","all","the",20
"where","am","i",5
"where","and","how",9
"where","and","when",9
"where","anyone","can",3
"where","are","the",34
"where","are","they",9
"where","are","we",15
"where","are","you",142
"where","at","least",7
"where","credit","is",3
"where","did","that",6
"where","did","the",17
"where","did","you",39
"where","do","i",29
"where","do","we",13
"where","do","you",76
"where","does","the",10
"where","else","can",5
"where","else","would",5
"where","everything","is",3
"where","has","the",7
"where","have","you",27
"where","he","can",8
"where","he","ends",3
"where","he","is",42
"where","he","lives",4
"where","he","says",7
"where","he","wants",5
"where","he","was",67
"where","he","went",5
"where","hell","be",4
"where","i","always",3
"where","i","am",100
"where","i","belong",6
"where","i","can",46
"where","i","could",12
"where","i","do",8
"where","i","get",8
"where","i","grew",7
"where","i","had",12
"where","i","have",31
"where","i","just",6
"where","i","keep",4
"where","i","live",30
"where","i","lived",5
"where","i","need",5
"where","i","thought",10
"where","i","want",10
"where","i","wanted",7
"where","i","was",47
"where","i","went",13
"where","i","will",25
"where","i","would",20
"where","if","you",5
"where","in","the",15
"where","is","all",4
"where","is","it",14
"where","is","my",65
"where","is","that",27
"where","is","the",113
"where","is","this",17
"where","is","your",36
"where","it","all",8
"where","it","came",6
"where","it","can",5
"where","it","comes",3
"where","it","counts",3
"where","it","is",83
"where","it","was",35
"where","it","went",3
"where","it","will",15
"where","it","would",6
"where","no","one",10
"where","on","the",5
"where","one","of",9
"where","people","are",7
"where","people","can",4
"where","she","can",5
"where","she","gets",3
"where","she","is",18
"where","she","was",26
"where","the","action",4
"where","the","best",5
"where","the","characters",3
"where","the","market",3
"where","the","money",9
"where","the","other",5
"where","the","wild",13
"where","there","are",15
"where","there","is",70
"where","there","were",6
"where","they","are",55
"where","they","can",18
"where","they","got",4
"where","they","have",9
"where","they","may",4
"where","they","want",7
"where","they","were",29
"where","they","will",15
"where","they","would",8
"where","things","are",4
"where","this","is",12
"where","to","buy",7
"where","to","eat",5
"where","to","find",30
"where","to","get",6
"where","to","go",28
"where","to","look",5
"where","to","put",11
"where","to","start",18
"where","to","stay",5
"where","to","take",3
"where","to","turn",4
"where","we","are",66
"where","we","can",19
"where","we","find",5
"where","we","go",6
"where","we","had",16
"where","we","have",18
"where","we","live",3
"where","we","might",4
"where","we","need",10
"where","we","were",26
"where","we","would",11
"where","were","you",24
"where","women","are",4
"where","would","you",15
"where","you","are",98
"where","you","can",87
"where","you","could",10
"where","you","do",9
"where","you","from",7
"where","you","have",8
"where","you","live",12
"where","you","need",9
"where","you","want",17
"where","you","were",9
"where","you","will",7
"where","you","would",5
"wherever","you","are",17
"whether","he","will",6
"whether","i","am",8
"whether","i","should",3
"whether","i","will",5
"whether","it","be",13
"whether","it","is",76
"whether","it","should",3
"whether","or","not",94
"whether","she","is",7
"whether","there","are",4
"whether","they","are",21
"whether","they","will",15
"whether","to","go",7
"whether","to","put",5
"whether","we","are",7
"whether","you","are",38
"whether","you","knew",3
"whether","you","like",3
"which","are","in",6
"which","are","more",6
"which","brings","me",10
"which","by","the",8
"which","can","be",40
"which","cannot","be",4
"which","does","not",24
"which","has","a",33
"which","has","been",78
"which","has","its",7
"which","has","the",9
"which","have","been",26
"which","he","can",4
"which","he","has",11
"which","he","is",21
"which","he","was",20
"which","i","am",40
"which","i","can",14
"which","i","could",9
"which","i","have",56
"which","i","know",4
"which","i","like",5
"which","i","still",8
"which","i","think",20
"which","i","was",14
"which","i","will",25
"which","in","the",8
"which","is","a",112
"which","is","actually",8
"which","is","all",7
"which","is","also",16
"which","is","always",6
"which","is","an",19
"which","is","as",4
"which","is","called",4
"which","is","exactly",6
"which","is","fine",13
"which","is","good",18
"which","is","great",13
"which","is","how",9
"which","is","kind",4
"which","is","like",4
"which","is","more",15
"which","is","most",3
"which","is","much",4
"which","is","no",5
"which","is","not",49
"which","is","of",6
"which","is","one",19
"which","is","pretty",12
"which","is","probably",10
"which","is","quite",5
"which","is","really",15
"which","is","the",64
"which","is","to",16
"which","is","what",34
"which","is","where",9
"which","is","why",77
"which","it","was",9
"which","leads","to",8
"which","led","to",18
"which","made","it",14
"which","made","me",15
"which","makes","me",17
"which","makes","the",9
"which","makes","them",4
"which","makes","you",5
"which","may","be",8
"which","may","have",4
"which","means","he",7
"which","means","i",17
"which","means","it",10
"which","means","no",3
"which","means","that",16
"which","means","the",8
"which","means","you",8
"which","of","the",12
"which","one","is",10
"which","one","of",10
"which","ones","i",4
"which","ones","to",5
"which","should","be",7
"which","some","people",3
"which","tells","you",3
"which","they","are",17
"which","they","have",7
"which","they","were",9
"which","was","a",28
"which","was","an",7
"which","was","at",4
"which","was","nice",5
"which","was","the",27
"which","was","to",6
"which","we","are",12
"which","we","can",9
"which","we","have",14
"which","we","live",4
"which","will","also",4
"which","will","be",60
"which","will","bring",3
"which","will","go",4
"which","will","not",7
"which","would","be",33
"which","would","have",22
"which","would","make",6
"which","would","mean",4
"which","you","are",6
"which","you","can",29
"which","you","should",4
"which","you","will",7
"while","at","the",21
"while","but","i",9
"while","doing","so",6
"while","driving","to",6
"while","he","is",23
"while","he","was",59
"while","i","am",108
"while","i","can",9
"while","i","do",19
"while","i","have",9
"while","i","was",112
"while","in","a",8
"while","in","the",18
"while","it","is",52
"while","it","lasted",4
"while","it","lasts",5
"while","it","may",9
"while","it","was",20
"while","listening","to",17
"while","living","in",5
"while","my","brother",3
"while","on","a",12
"while","on","the",20
"while","on","vacation",3
"while","others","are",11
"while","reading","this",3
"while","running","away",4
"while","she","is",10
"while","she","was",23
"while","since","i",18
"while","since","we",6
"while","sitting","in",5
"while","still","on",3
"while","talking","to",5
"while","that","is",6
"while","the","others",4
"while","the","rest",10
"while","then","it",3
"while","there","are",8
"while","there","is",17
"while","they","are",22
"while","they","have",7
"while","they","were",11
"while","to","get",10
"while","trying","to",32
"while","waiting","for",23
"while","waiting","to",4
"while","watching","a",4
"while","watching","the",19
"while","we","are",31
"while","we","do",4
"while","we","were",43
"while","wearing","a",6
"while","with","the",5
"while","working","out",3
"while","you","are",85
"while","you","can",17
"while","you","have",6
"while","you","were",12
"whipped","cream","and",13
"whipped","up","a",4
"white","and","blue",16
"white","is","a",3
"white","it","is",5
"white","man","with",3
"white","or","black",5
"who","am","i",29
"who","answered","the",7
"who","appears","to",4
"who","are","a",8
"who","are","all",4
"who","are","already",10
"who","are","at",5
